ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Sale price","Regular price",Categories,Tags,Images,Stock,"Backorders allowed?","Weight (kg)"
62,simple,SHOE-0062,"Crocs Classic Clog",1,0,visible,"Croslite siêu nhẹ, đa năng","Croslite siêu nhẹ, đa năng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",990000,1290000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
63,simple,SHOE-0063,"Crocs Classic Slide",1,0,visible,"Quai rộng, thoải mái","Quai rộng, thoải mái. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",790000,990000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.3
64,simple,SHOE-0064,"Birkenstock Arizona",1,0,visible,"Da Birko-Flor, đế cork","Da Birko-Flor, đế cork. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2290000,2690000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.3
65,simple,SHOE-0065,"Birkenstock Boston Clog",1,0,visible,"Suede, phong cách sục","Suede, phong cách sục. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3290000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.3
66,simple,SHOE-0066,"Puma Leadcat 2.0 Slide",1,0,visible,"Quai ngang thể thao","Quai ngang thể thao. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",590000,790000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
67,simple,SHOE-0067,"Havaianas Top",1,0,visible,"Dép kẹp Brazil chính hãng","Dép kẹp Brazil chính hãng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",490000,590000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.3
68,simple,SHOE-0068,"Teva Hurricane XLT2",1,0,visible,"Sandal outdoor bền bỉ","Sandal outdoor bền bỉ. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1490000,1890000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.3
69,simple,SHOE-0069,"Nike Air Jordan 1 Mid",1,1,visible,"Phong cách streetwear","Phong cách streetwear. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3690000,"Giày Thời Trang","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-1.jpg,50,0,0.8
70,simple,SHOE-0070,"Nike Air Jordan 1 Low",1,1,visible,"Dáng thấp dễ phối đồ","Dáng thấp dễ phối đồ. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3290000,"Giày Thời Trang","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
71,simple,SHOE-0071,"Nike Air Jordan 4 Retro",1,0,visible,"Iconic 90s, mesh + da","Iconic 90s, mesh + da. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",5490000,5990000,"Giày Thời Trang","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
72,simple,SHOE-0072,"Adidas Forum Low",1,0,visible,"Retro bóng rổ 80s","Retro bóng rổ 80s. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
73,simple,SHOE-0073,"Adidas NMD R1",1,0,visible,"Phong cách tương lai, Boost","Phong cách tương lai, Boost. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3690000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.8
74,simple,SHOE-0074,"Adidas Yeezy Slide",1,0,visible,"Thiết kế tối giản EVA","Thiết kế tối giản EVA. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.8
75,simple,SHOE-0075,"New Balance 2002R",1,0,visible,"Retro runner, ABZORB","Retro runner, ABZORB. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3690000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.8
76,simple,SHOE-0076,"New Balance 9060",1,0,visible,"Chunky retro, đệm dày","Chunky retro, đệm dày. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3690000,4190000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
77,simple,SHOE-0077,"Puma RS-X",1,0,visible,"Chunky 80s, Running System","Chunky 80s, Running System. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2290000,2690000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.8
78,simple,SHOE-0078,"Asics Gel-1130",1,0,visible,"Retro runner, Gel đệm","Retro runner, Gel đệm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.8
79,simple,SHOE-0079,"Salomon XT-6",1,0,visible,"Trail-to-street, Quicklace","Trail-to-street, Quicklace. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3690000,4190000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.8
80,simple,SHOE-0080,"On Cloud 5",1,0,visible,"Đế CloudTec, tối giản Thụy Sĩ","Đế CloudTec, tối giản Thụy Sĩ. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3690000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-1.jpg,50,0,0.8
81,simple,SHOE-0081,"Vans SK8-Hi",1,0,visible,"Canvas cổ cao biểu tượng","Canvas cổ cao biểu tượng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1590000,1890000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.8
82,simple,SHOE-0082,"Nike Everyday Cushioned Crew Socks 3P",1,1,visible,"Bộ 3 đôi vớ đệm","Bộ 3 đôi vớ đệm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",350000,450000,"Phụ Kiện","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.2
83,simple,SHOE-0083,"Nike Elite Basketball Crew",1,1,visible,"Vớ bóng rổ Dri-FIT","Vớ bóng rổ Dri-FIT. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",290000,350000,"Phụ Kiện","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.2
84,simple,SHOE-0084,"Adidas Trefoil Crew Socks 3P",1,0,visible,"3 đôi vớ logo Trefoil","3 đôi vớ logo Trefoil. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",320000,390000,"Phụ Kiện","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.2
85,simple,SHOE-0085,"Stance NBA Crew Socks",1,0,visible,"Vớ NBA chính hãng","Vớ NBA chính hãng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",390000,490000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.2
86,simple,SHOE-0086,"Nike Shoe Cleaning Kit",1,0,visible,"Bộ vệ sinh giày 3 món","Bộ vệ sinh giày 3 món. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",450000,590000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.2
87,simple,SHOE-0087,"Jason Markk Essential Kit",1,0,visible,"Dung dịch + bàn chải","Dung dịch + bàn chải. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",590000,690000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.2
88,simple,SHOE-0088,"Crep Protect Spray",1,0,visible,"Xịt chống nước nano","Xịt chống nước nano. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",390000,490000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.2
89,simple,SHOE-0089,"Sneaker Shield",1,0,visible,"Chống nhăn mũi giày","Chống nhăn mũi giày. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",190000,250000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.2
90,simple,SHOE-0090,"Nike Heritage Waistpack",1,0,visible,"Túi đeo chéo nhỏ gọn","Túi đeo chéo nhỏ gọn. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",590000,790000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.2
91,simple,SHOE-0091,"Adidas Originals Backpack",1,0,visible,"Balo Trefoil cổ điển","Balo Trefoil cổ điển. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",890000,1090000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.2
92,simple,SHOE-0092,"Jordan Shoe Box Bag",1,0,visible,"Túi đựng giày hộp vuông","Túi đựng giày hộp vuông. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",690000,890000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.2
93,simple,SHOE-0093,"Shoe Tree Cedar Wood",1,0,visible,"Cây giữ form gỗ tuyết tùng","Cây giữ form gỗ tuyết tùng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",290000,390000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.2
94,simple,SHOE-0094,"Flat Waxed Laces",1,0,visible,"Dây giày wax bóng đủ màu","Dây giày wax bóng đủ màu. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",90000,120000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.2
95,simple,SHOE-0095,"Nike Benassi JDI Print",1,0,visible,"Dép quai ngang họa tiết","Dép quai ngang họa tiết. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",690000,890000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.2
96,simple,SHOE-0096,"Yeezy Boost Insole",1,0,visible,"Lót giày Boost êm ái","Lót giày Boost êm ái. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",250000,350000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.2
97,simple,SHOE-0097,"On Cloudmonster 2",1,1,visible,"Đệm CloudTec dày, phản hồi mạnh","Đệm CloudTec dày, phản hồi mạnh. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3890000,4390000,"Giày Chạy Bộ","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
98,simple,SHOE-0098,"On Cloudsurfer 7",1,1,visible,"Nhẹ, tốc độ, Helion HF","Nhẹ, tốc độ, Helion HF. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3490000,3990000,"Giày Chạy Bộ","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.8
99,simple,SHOE-0099,"Brooks Glycerin 21",1,0,visible,"Đệm DNA Loft v3, mềm nhất","Đệm DNA Loft v3, mềm nhất. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3690000,4190000,"Giày Chạy Bộ","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
100,simple,SHOE-0100,"Saucony Endorphin Speed 4",1,0,visible,"Tấm carbon, Speedroll","Tấm carbon, Speedroll. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3990000,4490000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.8
101,simple,SHOE-0101,"Asics Novablast 4",1,0,visible,"Đệm FF Blast+ siêu bật","Đệm FF Blast+ siêu bật. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2990000,3490000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
102,simple,SHOE-0102,"Nike Vomero 18",1,0,visible,"ZoomX nhẹ, chạy hàng ngày","ZoomX nhẹ, chạy hàng ngày. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3790000,4290000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
103,simple,SHOE-0103,"Adidas Adizero SL2",1,0,visible,"Lightstrike Pro, nhẹ nhất","Lightstrike Pro, nhẹ nhất. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3390000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
104,simple,SHOE-0104,"Puma Deviate Nitro 3",1,0,visible,"Nitro Elite Foam, tấm carbon","Nitro Elite Foam, tấm carbon. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3790000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
105,simple,SHOE-0105,"Mizuno Wave Neo Ultra",1,0,visible,"Enerzy NXT đệm mềm","Enerzy NXT đệm mềm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2690000,3190000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.8
106,simple,SHOE-0106,"New Balance SC Elite v4",1,0,visible,"FuelCell, carbon racer","FuelCell, carbon racer. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",4590000,4990000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
107,simple,SHOE-0107,"Hoka Mach 6",1,0,visible,"PEBA foam siêu nhẹ","PEBA foam siêu nhẹ. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3190000,3690000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
108,simple,SHOE-0108,"Nike Pegasus Trail 5",1,0,visible,"Trail running, React foam","Trail running, React foam. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2990000,3490000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
109,simple,SHOE-0109,"Salomon Speedcross 6",1,0,visible,"Trail grip Contagrip MA","Trail grip Contagrip MA. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3390000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.8
110,simple,SHOE-0110,"Hoka Speedgoat 6",1,0,visible,"Trail đệm dày, Vibram","Trail đệm dày, Vibram. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3590000,4090000,"Giày Chạy Bộ","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.8
111,simple,SHOE-0111,"Nike Air Max Plus",1,1,visible,"Tuned Air, thiết kế 1998","Tuned Air, thiết kế 1998. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3490000,3990000,"Giày Sneaker","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.8
112,simple,SHOE-0112,"Nike Air Max 1",1,1,visible,"OG silhouette 1987","OG silhouette 1987. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3690000,"Giày Sneaker","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
113,simple,SHOE-0113,"Nike Cortez",1,0,visible,"Nylon retro kinh điển","Nylon retro kinh điển. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2190000,2590000,"Giày Sneaker","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.8
114,simple,SHOE-0114,"Adidas Superstar",1,0,visible,"Shell toe huyền thoại","Shell toe huyền thoại. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2290000,2690000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
115,simple,SHOE-0115,"Adidas Campus 00s",1,0,visible,"Suede, phong cách Y2K","Suede, phong cách Y2K. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-1.jpg,50,0,0.8
116,simple,SHOE-0116,"Adidas Spezial",1,0,visible,"Handball retro, suede","Handball retro, suede. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2390000,2790000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
117,simple,SHOE-0117,"New Balance 530",1,0,visible,"Retro runner, ABZORB","Retro runner, ABZORB. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2290000,2690000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.8
118,simple,SHOE-0118,"New Balance 327",1,0,visible,"Split outsole độc đáo","Split outsole độc đáo. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
119,simple,SHOE-0119,"Puma Palermo",1,0,visible,"Italian football style","Italian football style. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1890000,2290000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.8
120,simple,SHOE-0120,"Reebok Club C 85",1,0,visible,"Court classic, da mềm","Court classic, da mềm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1790000,2190000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.8
121,simple,SHOE-0121,"Converse One Star",1,0,visible,"Suede one-star logo","Suede one-star logo. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1490000,1890000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.8
122,simple,SHOE-0122,"Vans Authentic",1,0,visible,"Canvas đơn giản nhất","Canvas đơn giản nhất. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1190000,1490000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.8
123,simple,SHOE-0123,"Lacoste L001",1,0,visible,"Da premium, phong cách Pháp","Da premium, phong cách Pháp. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2690000,3090000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.8
124,simple,SHOE-0124,"Fila Disruptor 2",1,0,visible,"Chunky 90s comeback","Chunky 90s comeback. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1690000,1990000,"Giày Sneaker","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.8
125,simple,SHOE-0125,"Nike GT Cut 3",1,1,visible,"Zoom Air cắt nhanh","Zoom Air cắt nhanh. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",4290000,4790000,"Giày Bóng Rổ","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.8
